LOB,LoginID,SourceMachineName,ExecutionMachineName,ScriptName,Status,Iterations,DTStarTime,DTEndTime,TestStatus,IterationStatus,TestType,DATE,ReleaseName,Environment,TestSetPath,DeviceBrowser,DeviceType,OS,OSversion,Complexity,IssueType,SubType,IssueLogs,TestCaseType,Technology,FrameworkType,RunTime,Cycle,TeamName,reportLink
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_investorReport.py,End,1,2023-03-01 04:55:13.595,2023-03-01 04:55:18.362,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_regression_moodys.py,End,1,2023-03-01 04:55:41.643,2023-03-01 04:55:43.600,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_05_regression_annex2d.py,End,1,2023-03-01 04:56:04.181,2023-03-01 04:56:06.528,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_10_regression_Collectiondeatails.py,End,1,2023-03-01 05:00:05.054,2023-03-01 05:00:10.332,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_10_regression_Collectiondeatails.py,End,1,2023-03-01 05:11:54.425,2023-03-01 05:11:58.563,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_automateddata.py,End,1,2023-03-01 05:46:18.741,2023-03-01 05:46:19.140,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_automateddata.py,End,1,2023-03-01 05:48:51.687,2023-03-01 05:48:57.952,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_rating.py,End,1,2023-03-01 05:52:40.183,2023-03-01 05:52:43.445,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_deimos_dealdetails.py,End,1,2023-03-01 06:07:14.589,2023-03-01 06:07:15.032,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_deimos_dealdetails.py,End,1,2023-03-01 06:09:36.273,2023-03-01 06:09:46.622,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,10,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_05_regression_deimos_manualfields.py,End,1,2023-03-01 06:13:17.372,2023-03-01 06:13:19.235,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_06_regression_adjustments.py,End,1,2023-03-01 06:17:21.642,2023-03-01 06:17:27.398,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_regression_triggers.py,End,1,2023-03-01 06:20:11.152,2023-03-01 06:20:14.329,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_regression_triggers.py,End,1,2023-03-01 06:21:53.436,2023-03-01 06:21:56.487,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_assetregister.py,End,1,2023-03-01 06:32:08.590,2023-03-01 06:32:23.117,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,14,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_assetregister.py,End,1,2023-03-01 06:38:40.032,2023-03-01 06:38:53.207,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,13,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_outstandingreport.py,End,1,2023-03-01 06:42:57.327,2023-03-01 06:43:15.992,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,18,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_09_regression_deimos_Tests.py,End,1,2023-03-01 06:46:14.573,2023-03-01 06:46:29.845,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,15,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_modelassetRegistertable_report.py,End,1,2023-03-01 06:51:16.318,2023-03-01 06:51:19.779,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,Reconcilliation between Asset Model SQl Table with Asset Register Report.
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_modelassetRegistertable_report.py,End,1,2023-03-01 06:52:12.394,2023-03-01 06:52:16.237,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,Reconcilliation between Asset Model SQl Table with Asset Register Report.
SFP,goelgj,GBMLVVCSW2359,,tc_10_regression_cashWaterfallSummary.py,End,1,2023-03-01 06:53:48.630,2023-03-01 06:53:54.794,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,6,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_10_regression_cashWaterfallSummary.py,End,1,2023-03-01 06:54:47.166,2023-03-01 06:54:53.123,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_investorReport.py,End,1,2023-03-01 07:08:41.132,2023-03-01 07:08:43.179,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_investorReport.py,End,1,2023-03-01 07:15:07.678,2023-03-01 07:15:09.750,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_reservecollectioninterest.py,End,1,2023-03-01 07:32:52.592,2023-03-01 07:32:56.462,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_functional_reservecollectioninterest.py,End,1,2023-03-01 07:33:44.907,2023-03-01 07:33:48.699,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_investorReport.py,End,1,2023-03-01 07:38:34.739,2023-03-01 07:38:36.858,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_investorReport.py,End,1,2023-03-01 07:55:27.153,2023-03-01 07:55:29.464,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_11_regression_deimos_Controls.py,End,1,2023-03-01 11:17:01.018,2023-03-01 11:17:12.432,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_rollback_systablevalidation.py,End,1,2023-03-01 11:40:45.519,2023-03-01 11:41:08.450,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,22,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_rollback_proceduresvalidation.py,End,1,2023-03-01 11:41:08.639,2023-03-01 11:41:29.057,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_rollback_viewsvalidation.py,End,1,2023-03-01 11:41:29.331,2023-03-01 11:41:50.126,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,20,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_regression_rollback_synonymsvalidation.py,End,1,2023-03-01 11:41:50.507,2023-03-01 11:42:13.664,Pass,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,23,Iteration 1,Jarvis,No Description
SFP,kumavsa,GBMACVCSW6259,,tc_recon_liborclac_2014_4.py,End,1,2023-03-01 12:41:34.968,2023-03-01 13:24:09.428,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,2554,Iteration 1,Technards,
SFP,kumavsa,GBMACVCSW6259,,tc_recon_liborclac_2014_5.py,End,1,2023-03-01 13:24:10.855,2023-03-01 15:08:20.246,Fail,End,Regression,2023-03-01,SFP+,SIT,,,,,,,,,,,Python,PYETL,6249,Iteration 1,Technards,
SFP,kanulm,GBMACVCSW3783,,tc_Find_a_file_compre.py,End,1,2023-03-02 02:29:03.777,2023-03-02 02:30:02.212,Pass,End,Regression,2023-03-02,SFP+,SIT,,,,,,,,,,,Python,PYETL,58,Iteration 1,Storm EOL,
SFP,goelgj,GBMLVVCSW2359,,tc_01_regression_rollback_systablevalidation.py,End,1,2023-03-02 06:28:18.283,2023-03-02 06:28:45.303,Fail,End,Regression,2023-03-02,SFP+,SIT,,,,,,,,,,,Python,PYETL,27,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_regression_rollback_proceduresvalidation.py,End,1,2023-03-02 06:28:45.526,2023-03-02 06:29:08.165,Pass,End,Regression,2023-03-02,SFP+,SIT,,,,,,,,,,,Python,PYETL,22,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_regression_rollback_viewsvalidation.py,End,1,2023-03-02 06:29:08.492,2023-03-02 06:29:32.299,Pass,End,Regression,2023-03-02,SFP+,SIT,,,,,,,,,,,Python,PYETL,23,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_regression_rollback_synonymsvalidation.py,End,1,2023-03-02 06:29:32.768,2023-03-02 06:29:57.870,Pass,End,Regression,2023-03-02,SFP+,SIT,,,,,,,,,,,Python,PYETL,25,Iteration 1,Jarvis,No Description
SFP,kanulm,GBMACVCSW3783,,tc_Find_a_file_compre.py,End,1,2023-03-03 03:57:00.261,2023-03-03 03:57:00.527,Fail,End,Regression,2023-03-03,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Storm EOL,
SFP,kanulm,GBMACVCSW3783,,tc_Find_a_file_compre.py,End,1,2023-03-03 04:00:39.995,2023-03-03 04:06:46.933,Pass,End,Regression,2023-03-03,SFP+,SIT,,,,,,,,,,,Python,PYETL,366,Iteration 1,Storm EOL,
SFP,kanulm,GBMACVCSW3783,,tc_Find_a_file_compre.py,End,1,2023-03-03 04:14:19.548,2023-03-03 04:14:19.829,Fail,End,Regression,2023-03-03,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Storm EOL,
SFP,kanulm,GBMACVCSW3783,,tc_Find_a_file_compre.py,End,1,2023-03-03 04:15:20.518,2023-03-03 04:15:52.742,Pass,End,Regression,2023-03-03,SFP+,SIT,,,,,,,,,,,Python,PYETL,32,Iteration 1,Storm EOL,
SFP,goelgj,GBMLVVCSW2359,,tc_01_corebookings_maturingtrades.py,End,1,2023-03-13 03:57:45.380,2023-03-13 03:57:50.101,Pass,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_corebookings_newgicloaninformation.py,End,1,2023-03-13 04:44:02.415,2023-03-13 04:44:07.889,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-13 06:32:20.980,2023-03-13 06:32:24.964,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_corebookings_600001_48803421_nwbcovbonds_ipdminusone.py,End,1,2023-03-13 07:02:45.916,2023-03-13 07:02:51.255,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-13 07:51:04.230,2023-03-13 07:51:08.067,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-13 08:33:01.341,2023-03-13 08:33:05.278,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_corebookings_NWBCoveredBondsransaction_600001_48803413.py,End,1,2023-03-13 08:49:39.178,2023-03-13 08:49:50.850,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_corebookings_NWBCoveredBondsransaction_600001_48803413.py,End,1,2023-03-13 08:51:15.088,2023-03-13 08:51:19.291,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_05_corebookings_600001_48803421_nwbcovbonds_ipd.py,End,1,2023-03-13 09:05:54.717,2023-03-13 09:06:02.623,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,7,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_06_corebookings_600001_48803421_nwbcovbonds_ipdplusone.py,End,1,2023-03-13 09:58:33.854,2023-03-13 09:58:43.849,Fail,End,Regression,2023-03-13,SFP+,SIT,,,,,,,,,,,Python,PYETL,9,Iteration 1,Jarvis,No Description
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 02:53:45.302,2023-03-14 02:54:48.134,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,62,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 03:30:34.102,2023-03-14 03:30:57.504,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,23,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 03:41:17.515,2023-03-14 03:42:09.143,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,51,Iteration 1,Technards,
SFP,goelgj,GBMLVVCSW2359,,tc_01_nwbfofees_functional_validation.py,End,1,2023-03-14 04:21:44.151,2023-03-14 04:21:48.098,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:33:10.141,2023-03-14 04:34:04.883,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,54,Iteration 1,Technards,
SFP,goelgj,GBMLVVCSW2359,,tc_01_nwbfofees_functional_validation.py,End,1,2023-03-14 04:37:38.479,2023-03-14 04:37:42.665,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:44:58.920,2023-03-14 04:44:59.372,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:47:44.063,2023-03-14 04:47:48.162,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:49:28.138,2023-03-14 04:49:32.044,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:51:10.045,2023-03-14 04:52:18.311,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,68,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:53:58.884,2023-03-14 04:54:34.463,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,35,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:55:42.370,2023-03-14 04:55:42.796,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,0,Iteration 1,Technards,
SFP,kanulm,GBMLVVCSW4821,,Tc_015Audit_ExcelCompareSkip.py,End,1,2023-03-14 04:56:17.545,2023-03-14 04:56:21.753,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Technards,
SFP,goelgj,GBMLVVCSW2359,,tc_02_nwbfoandld_functional_validation.py,End,1,2023-03-14 05:23:22.052,2023-03-14 05:23:26.712,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_llpmofees_functional_validation.py,End,1,2023-03-14 06:43:32.733,2023-03-14 06:43:37.050,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_llpmofees_functional_validation.py,End,1,2023-03-14 06:44:41.940,2023-03-14 06:44:46.355,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-14 07:17:40.836,2023-03-14 07:17:45.047,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_corebookings_600001_48803421_nwbcovbonds_ipdminusone.py,End,1,2023-03-14 07:27:41.879,2023-03-14 07:27:49.179,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,7,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_corebookings_maturingtrades.py,End,1,2023-03-14 10:15:08.665,2023-03-14 10:15:14.375,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_corebookings_newgicloaninformation.py,End,1,2023-03-14 10:15:25.827,2023-03-14 10:15:31.561,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-14 10:15:52.246,2023-03-14 10:15:56.404,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_corebookings_600001_48803421_nwbcovbonds_ipdminusone.py,End,1,2023-03-14 10:16:25.085,2023-03-14 10:16:30.330,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_05_corebookings_600001_48803421_nwbcovbonds_ipd.py,End,1,2023-03-14 10:16:55.835,2023-03-14 10:17:07.501,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,11,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_corebookings_NWBCoveredBondsransaction_600001_48803413.py,End,1,2023-03-14 10:18:46.881,2023-03-14 10:18:59.012,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,12,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_corebookings_maturingtrades.py,End,1,2023-03-14 10:53:31.341,2023-03-14 10:53:36.640,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_corebookings_newgicloaninformation.py,End,1,2023-03-14 10:53:55.756,2023-03-14 10:54:01.103,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_GBP.py,End,1,2023-03-14 10:54:16.287,2023-03-14 10:54:20.793,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_nwbfofees_functional_validation.py,End,1,2023-03-14 10:54:48.485,2023-03-14 10:54:54.052,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_nwbfoandld_functional_validation.py,End,1,2023-03-14 10:54:54.168,2023-03-14 10:55:02.814,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_llpmofees_functional_validation.py,End,1,2023-03-14 10:55:02.932,2023-03-14 10:55:06.559,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_loansanddeposit_functional_validation.py,End,1,2023-03-14 10:55:06.722,2023-03-14 10:55:10.343,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_corebookings_maturingtrades.py,End,1,2023-03-14 10:55:10.524,2023-03-14 10:55:15.898,Pass,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_corebookings_newgicloaninformation.py,End,1,2023-03-14 10:55:16.163,2023-03-14 10:55:21.277,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_corebookings_nwcollectionsaccount4607236_gbp.py,End,1,2023-03-14 10:55:21.500,2023-03-14 10:55:25.255,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,3,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_corebookings_600001_48803421_nwbcovbonds_ipdminusone.py,End,1,2023-03-14 10:55:25.525,2023-03-14 10:55:30.917,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,5,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_05_corebookings_600001_48803421_nwbcovbonds_ipd.py,End,1,2023-03-14 10:55:31.216,2023-03-14 10:55:39.458,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,8,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_06_corebookings_600001_48803421_nwbcovbonds_ipdplusone.py,End,1,2023-03-14 10:55:39.761,2023-03-14 10:55:49.462,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,9,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_07_corebookings_nwbcoveredbondsransaction_600001_48803413.py,End,1,2023-03-14 10:55:49.845,2023-03-14 10:55:54.216,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,4,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_08_corebookings_nwcollectionsaccount_4607236 ldnawelo.py,End,1,2023-03-14 10:55:54.571,2023-03-14 10:56:09.545,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,14,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_06_corebookings_600001_48803421_nwbcovbonds_ipdplusone.py,End,1,2023-03-14 21:54:59.573,2023-03-14 21:55:08.784,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,9,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_01_nwbfofees_functional_validation.py,End,1,2023-03-14 21:56:47.951,2023-03-14 21:56:50.295,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,2,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_02_nwbfoandld_functional_validation.py,End,1,2023-03-14 21:56:50.381,2023-03-14 21:56:52.160,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_03_llpmofees_functional_validation.py,End,1,2023-03-14 21:56:52.253,2023-03-14 21:56:54.099,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Jarvis,No Description
SFP,goelgj,GBMLVVCSW2359,,tc_04_loansanddeposit_functional_validation.py,End,1,2023-03-14 21:56:54.227,2023-03-14 21:56:56.039,Fail,End,Regression,2023-03-14,SFP+,SIT,,,,,,,,,,,Python,PYETL,1,Iteration 1,Jarvis,No Description
